ID,_id,department,lastModified,name,program,record_time,score,start_time,step_correctness,step_video_file,studentID,subject,total
,66711c54fd02f933be6ac9a9,SO,2024-06-18T05:35:42.903Z,,BA(Hons)SPSE,"[{""timestamp"":1718688873950,""datestring"":""18/6/2024 下午1:34:33""},{""timestamp"":1718688884907,""datestring"":""18/6/2024 下午1:34:44""},{""timestamp"":1718688896700,""datestring"":""18/6/2024 下午1:34:56""},{""timestamp"":1718688907995,""datestring"":""18/6/2024 下午1:35:07""},{""timestamp"":1718688918712,""datestring"":""18/6/2024 下午1:35:18""},{""timestamp"":1718688929853,""datestring"":""18/6/2024 下午1:35:29""},{""timestamp"":1718688942821,""datestring"":""18/6/2024 下午1:35:42""}]",,1718688852120,"[{""Step"":""FAIL""},{""Step"":""FAIL""},{""Step"":""FAIL""},{""Step"":""FAIL""},{""Step"":""FAIL""},{""Step"":""PERFECT""},{""Step"":""FAIL""}]","[""20240618-847048-22222222g-step1"",""20240618-597272-22222222g-step2"",""20240618-885040-22222222g-step3"",""20240618-220665-22222222g-step4"",""20240618-535212-22222222g-step5"",""20240618-760553-22222222g-step6"",""20240618-205431-22222222g-step7""]",22222222g,JS3648,[1]
,6672a95dfd02f933be6ac9aa,HTI,2024-06-19T09:49:30.546Z,,BSc(Hons)BCT,"[{""timestamp"":1718790533932,""datestring"":""19/6/2024 下午5:48:53""},{""timestamp"":1718790546188,""datestring"":""19/6/2024 下午5:49:06""},{""timestamp"":1718790558242,""datestring"":""19/6/2024 下午5:49:18""},{""timestamp"":1718790570464,""datestring"":""19/6/2024 下午5:49:30""}]",,1718790493729,"[{""Step"":""PERFECT""},{""Step"":""FAIL""},{""Step"":""FAIL""},{""Step"":""FAIL""}]","[""20240619-953542-22222222g-step1"",""20240619-927453-22222222g-step2"",""20240619-206213-22222222g-step3"",""20240619-168603-22222222g-step4""]",22222222g,JS3337,[]
,6672aa01fd02f933be6ac9af,SO,2024-06-19T09:52:34.618Z,,BA(Hons)ASS (SW/SPSE),"[{""timestamp"":1718790679739,""datestring"":""19/6/2024 下午5:51:19""},{""timestamp"":1718790692401,""datestring"":""19/6/2024 下午5:51:32""},{""timestamp"":1718790704487,""datestring"":""19/6/2024 下午5:51:44""},{""timestamp"":1718790716853,""datestring"":""19/6/2024 下午5:51:56""},{""timestamp"":1718790729380,""datestring"":""19/6/2024 下午5:52:09""},{""timestamp"":1718790741983,""datestring"":""19/6/2024 下午5:52:21""},{""timestamp"":1718790754536,""datestring"":""19/6/2024 下午5:52:34""}]",,1718790657738,"[{""Step"":""PERFECT""},{""Step"":""GOOD""},{""Step"":""PERFECT""},{""Step"":""FAIL""},{""Step"":""FAIL""},{""Step"":""FAIL""},{""Step"":""FAIL""}]","[""20240619-548190-22222222g-step1"",""20240619-340934-22222222g-step2"",""20240619-169278-22222222g-step3"",""20240619-206722-22222222g-step4"",""20240619-845815-22222222g-step5"",""20240619-939646-22222222g-step6"",""20240619-533927-22222222g-step7""]",22222222g,52355-SY,[2.5]
,6672abd3fd02f933be6ac9b0,HTI,,,BA(Hons)ASS (SW/SPSE),,,1718791123622,,,22222222g,52355-SY,
,6672abfefd02f933be6ac9b1,SO,,,BA(Hons)ASS (SW/SPSE),,,1718791166899,,,33333333g,JS3337,
,6672ac24fd02f933be6ac9b2,SO,2024-06-19T10:01:46.185Z,,BA(Hons)ASS (SW/SPSE),"[{""timestamp"":1718791233015,""datestring"":""19/6/2024 下午6:00:33""},{""timestamp"":1718791244797,""datestring"":""19/6/2024 下午6:00:44""},{""timestamp"":1718791256633,""datestring"":""19/6/2024 下午6:00:56""},{""timestamp"":1718791269318,""datestring"":""19/6/2024 下午6:01:09""},{""timestamp"":1718791281587,""datestring"":""19/6/2024 下午6:01:21""},{""timestamp"":1718791293957,""datestring"":""19/6/2024 下午6:01:33""},{""timestamp"":1718791306104,""datestring"":""19/6/2024 下午6:01:46""}]",,1718791204481,"[{""Step"":""PERFECT""},{""Step"":""FAIL""},{""Step"":""PERFECT""},{""Step"":""PERFECT""},{""Step"":""PERFECT""},{""Step"":""PERFECT""},{""Step"":""FAIL""}]","[""20240619-143621-44444444g-step1"",""20240619-686179-44444444g-step2"",""20240619-930524-44444444g-step3"",""20240619-836386-44444444g-step4"",""20240619-166601-44444444g-step5"",""20240619-260659-44444444g-step6"",""20240619-754109-44444444g-step7""]",44444444g,ABCT1103,[5]
,6672ac9afd02f933be6ac9b3,HTI,2024-06-19T10:02:52.123Z,,BA(Hons)ASS (SW/SPSE),"[{""timestamp"":1718791347549,""datestring"":""19/6/2024 下午6:02:27""},{""timestamp"":1718791359806,""datestring"":""19/6/2024 下午6:02:39""},{""timestamp"":1718791372034,""datestring"":""19/6/2024 下午6:02:52""}]",,1718791322785,"[{""Step"":""PERFECT""},{""Step"":""FAIL""},{""Step"":""PERFECT""}]","[""20240619-439786-55555555g-step1"",""20240619-680417-55555555g-step2"",""20240619-689120-55555555g-step3""]",55555555g,JS3337,[]
,6672acdbfd02f933be6ac9b5,HTI,,,BA(Hons)SW,,,1718791387058,,,44444444g,JS3337,
,6672b460fd02f933be6ac9b8,SN,2024-06-19T10:35:51.093Z,,BA(Hons)AASSM,"[{""timestamp"":1718793339789,""datestring"":""19/6/2024 下午6:35:39""},{""timestamp"":1718793351012,""datestring"":""19/6/2024 下午6:35:51""}]",,1718793312696,"[{""Step"":""FAIL""},{""Step"":""FAIL""}]","[""20240619-119650-22222222h-step1"",""20240619-168125-22222222h-step2""]",22222222h,JS3337,[]
,6672b900fd02f933be6ac9bf,SN,2024-06-19T10:55:19.437Z,,BA(Hons)AASSM,"[{""timestamp"":1718794519355,""datestring"":""19/6/2024 下午6:55:19""}]",,1718794496579,"[{""Step"":""FAIL""}]","[""20240619-775638-22222222h-step1""]",22222222h,JS3648,[]
,6672b948fd02f933be6ac9c1,SO,2024-06-19T10:56:29.464Z,,BA(Hons)SW,"[{""timestamp"":1718794589382,""datestring"":""19/6/2024 下午6:56:29""}]",,1718794568935,"[{""Step"":""FAIL""}]","[""20240619-775978-22222222g-step1""]",22222222g,JS3337,[]
,6672b9cdfd02f933be6ac9c2,SO,2024-06-19T10:58:43.606Z,,BA(Hons)SW,"[{""timestamp"":1718794723525,""datestring"":""19/6/2024 下午6:58:43""}]",,1718794701953,"[{""Step"":""FAIL""}]","[""20240619-278371-22222222h-step1""]",22222222h,JS3648,[]
,6672c27dfd02f933be6ac9d8,SN,2024-06-19T11:35:55.814Z,,BA(Hons)AASSM,"[{""timestamp"":1718796945022,""datestring"":""19/6/2024 下午7:35:45""},{""timestamp"":1718796955733,""datestring"":""19/6/2024 下午7:35:55""}]",,1718796925873,"[{""Step"":""FAIL""},{""Step"":""FAIL""}]","[""20240619-335017-22222222h-step1"",""20240619-453413-22222222h-step2""]",22222222h,JS3648,[]
,6672d6b9fd02f933be6ac9db,HTI,2024-06-19T13:02:42.312Z,,BA(Hons)ASS (SW/SPSE),"[{""timestamp"":1718802126849,""datestring"":""19/6/2024 下午9:02:06""},{""timestamp"":1718802138802,""datestring"":""19/6/2024 下午9:02:18""},{""timestamp"":1718802150698,""datestring"":""19/6/2024 下午9:02:30""},{""timestamp"":1718802162231,""datestring"":""19/6/2024 下午9:02:42""}]",,1718802105127,"[{""Step"":""FAIL""},{""Step"":""FAIL""},{""Step"":""PERFECT""},{""Step"":""PERFECT""}]","[""20240619-631572-23452345g-step1"",""20240619-557824-23452345g-step2"",""20240619-298882-23452345g-step3"",""20240619-891772-23452345g-step4""]",23452345g,JS3648,[]
,6672d70cfd02f933be6ac9dd,HTI,2024-06-19T13:04:30.010Z,,BA(Hons)SW,"[{""timestamp"":1718802207848,""datestring"":""19/6/2024 下午9:03:27""},{""timestamp"":1718802219573,""datestring"":""19/6/2024 下午9:03:39""},{""timestamp"":1718802231438,""datestring"":""19/6/2024 下午9:03:51""},{""timestamp"":1718802242965,""datestring"":""19/6/2024 下午9:04:02""},{""timestamp"":1718802257485,""datestring"":""19/6/2024 下午9:04:17""},{""timestamp"":1718802269926,""datestring"":""19/6/2024 下午9:04:29""}]",,1718802188426,"[{""Step"":""PERFECT""},{""Step"":""FAIL""},{""Step"":""PERFECT""},{""Step"":""FAIL""},{""Step"":""PERFECT""},{""Step"":""PERFECT""}]","[""20240619-333686-23452345g-step1"",""20240619-964795-23452345g-step2"",""20240619-401135-23452345g-step3"",""20240619-793004-23452345g-step4"",""20240619-107303-23452345g-step5"",""20240619-507889-23452345g-step6""]",23452345g,JS3648,[]
,6672d796fd02f933be6ac9df,HTI,2024-06-19T13:07:04.649Z,,BA(Hons)SW,"[{""timestamp"":1718802353982,""datestring"":""19/6/2024 下午9:05:53""},{""timestamp"":1718802365947,""datestring"":""19/6/2024 下午9:06:05""},{""timestamp"":1718802377732,""datestring"":""19/6/2024 下午9:06:17""},{""timestamp"":1718802389506,""datestring"":""19/6/2024 下午9:06:29""},{""timestamp"":1718802401027,""datestring"":""19/6/2024 下午9:06:41""},{""timestamp"":1718802412587,""datestring"":""19/6/2024 下午9:06:52""},{""timestamp"":1718802424567,""datestring"":""19/6/2024 下午9:07:04""}]",,1718802326890,"[{""Step"":""GOOD""},{""Step"":""FAIL""},{""Step"":""PERFECT""},{""Step"":""GOOD""},{""Step"":""PERFECT""},{""Step"":""PERFECT""},{""Step"":""FAIL""}]","[""20240619-631853-12343212g-step1"",""20240619-327315-12343212g-step2"",""20240619-239992-12343212g-step3"",""20240619-270550-12343212g-step4"",""20240619-748621-12343212g-step5"",""20240619-812463-12343212g-step6"",""20240619-923297-12343212g-step7""]",12343212g,JS3648,[4]
,6672dc95fd02f933be6ac9e0,SN,2024-06-19T13:28:50.300Z,,BSc(Hons)ASTC,"[{""timestamp"":1718803643714,""datestring"":""19/6/2024 下午9:27:23""},{""timestamp"":1718803654199,""datestring"":""19/6/2024 下午9:27:34""},{""timestamp"":1718803665495,""datestring"":""19/6/2024 下午9:27:45""},{""timestamp"":1718803675588,""datestring"":""19/6/2024 下午9:27:55""},{""timestamp"":1718803693486,""datestring"":""19/6/2024 下午9:28:13""},{""timestamp"":1718803720493,""datestring"":""19/6/2024 下午9:28:40""},{""timestamp"":1718803730211,""datestring"":""19/6/2024 下午9:28:50""}]",,1718803605498,"[{""Step"":""FAIL""},{""Step"":""FAIL""},{""Step"":""PERFECT""},{""Step"":""FAIL""},{""Step"":""FAIL""},{""Step"":""FAIL""},{""Step"":""FAIL""}]","[""20240619-824798-12345678j-step1"",""20240619-631388-12345678j-step2"",""20240619-558983-12345678j-step3"",""20240619-549541-12345678j-step4"",""20240619-701924-12345678j-step5"",""20240619-175452-12345678j-step6"",""20240619-537270-12345678j-step7""]",12345678j,52355-SY,[1]
,6672dfc5fd02f933be6ac9e1,HTI,,,BA(Hons)SW,,,1718804421433,,,22222222g,JS3337,
,6672e008fd02f933be6ac9e2,HTI,2024-06-19T13:44:31.892Z,,BA(Hons)SW,"[{""timestamp"":1718804529055,""datestring"":""19/6/2024 下午9:42:09""},{""timestamp"":1718804560413,""datestring"":""19/6/2024 下午9:42:40""},{""timestamp"":1718804578678,""datestring"":""19/6/2024 下午9:42:58""},{""timestamp"":1718804596653,""datestring"":""19/6/2024 下午9:43:16""},{""timestamp"":1718804615018,""datestring"":""19/6/2024 下午9:43:35""},{""timestamp"":1718804639126,""datestring"":""19/6/2024 下午9:43:59""},{""timestamp"":1718804671810,""datestring"":""19/6/2024 下午9:44:31""}]",,1718804488245,"[{""Step"":""FAIL""},{""Step"":""FAIL""},{""Step"":""FAIL""},{""Step"":""FAIL""},{""Step"":""GOOD""},{""Step"":""FAIL""},{""Step"":""FAIL""}]","[""20240619-515843-33333333g-step1"",""20240619-457304-33333333g-step2"",""20240619-301954-33333333g-step3"",""20240619-921451-33333333g-step4"",""20240619-204189-33333333g-step5"",""20240619-766664-33333333g-step6"",""20240619-205602-33333333g-step7""]",33333333g,JS3337,[0.5]
,6672e0dbfd02f933be6ac9e3,ABCT,2024-06-19T13:47:45.736Z,,BA(Hons)SW,"[{""timestamp"":1718804740152,""datestring"":""19/6/2024 下午9:45:40""},{""timestamp"":1718804759264,""datestring"":""19/6/2024 下午9:45:59""},{""timestamp"":1718804775616,""datestring"":""19/6/2024 下午9:46:15""},{""timestamp"":1718804798514,""datestring"":""19/6/2024 下午9:46:38""},{""timestamp"":1718804824425,""datestring"":""19/6/2024 下午9:47:04""},{""timestamp"":1718804848237,""datestring"":""19/6/2024 下午9:47:28""},{""timestamp"":1718804865655,""datestring"":""19/6/2024 下午9:47:45""}]",,1718804699833,"[{""Step"":""FAIL""},{""Step"":""FAIL""},{""Step"":""FAIL""},{""Step"":""FAIL""},{""Step"":""FAIL""},{""Step"":""FAIL""},{""Step"":""FAIL""}]","[""20240619-557592-23454321g-step1"",""20240619-992132-23454321g-step2"",""20240619-939805-23454321g-step3"",""20240619-709491-23454321g-step4"",""20240619-390440-23454321g-step5"",""20240619-980939-23454321g-step6"",""20240619-388401-23454321g-step7""]",23454321g,JS3337,[0]
,6672e246fd02f933be6ac9e4,SO,2024-06-19T13:52:48.827Z,,BA(Hons)SW,"[{""timestamp"":1718805099748,""datestring"":""19/6/2024 下午9:51:39""},{""timestamp"":1718805110961,""datestring"":""19/6/2024 下午9:51:50""},{""timestamp"":1718805122549,""datestring"":""19/6/2024 下午9:52:02""},{""timestamp"":1718805133888,""datestring"":""19/6/2024 下午9:52:13""},{""timestamp"":1718805145345,""datestring"":""19/6/2024 下午9:52:25""},{""timestamp"":1718805156926,""datestring"":""19/6/2024 下午9:52:36""},{""timestamp"":1718805168745,""datestring"":""19/6/2024 下午9:52:48""}]",,1718805062743,"[{""Step"":""FAIL""},{""Step"":""FAIL""},{""Step"":""PERFECT""},{""Step"":""FAIL""},{""Step"":""FAIL""},{""Step"":""FAIL""},{""Step"":""FAIL""}]","[""20240619-395552-23432123g-step1"",""20240619-652146-23432123g-step2"",""20240619-689768-23432123g-step3"",""20240619-101910-23432123g-step4"",""20240619-244778-23432123g-step5"",""20240619-190385-23432123g-step6"",""20240619-912419-23432123g-step7""]",23432123g,JS3337,[1]
,6672e364fd02f933be6ac9e5,ABCT,2024-06-19T13:59:36.008Z,,BA(Hons)AASSM,"[{""timestamp"":1718805447813,""datestring"":""19/6/2024 下午9:57:27""},{""timestamp"":1718805467219,""datestring"":""19/6/2024 下午9:57:47""},{""timestamp"":1718805493324,""datestring"":""19/6/2024 下午9:58:13""},{""timestamp"":1718805515650,""datestring"":""19/6/2024 下午9:58:35""},{""timestamp"":1718805537942,""datestring"":""19/6/2024 下午9:58:57""},{""timestamp"":1718805557609,""datestring"":""19/6/2024 下午9:59:17""},{""timestamp"":1718805575927,""datestring"":""19/6/2024 下午9:59:35""}]",,1718805348970,"[{""Step"":""FAIL""},{""Step"":""FAIL""},{""Step"":""FAIL""},{""Step"":""FAIL""},{""Step"":""FAIL""},{""Step"":""FAIL""},{""Step"":""FAIL""}]","[""20240619-576045-23454321g-step1"",""20240619-262529-23454321g-step2"",""20240619-589019-23454321g-step3"",""20240619-501540-23454321g-step4"",""20240619-526205-23454321g-step5"",""20240619-770213-23454321g-step6"",""20240619-124258-23454321g-step7""]",23454321g,ABCT1103,[0]
,66737fe4fd02f933be6ac9e6,SN,2024-06-20T01:03:52.722Z,,BA(Hons)SW,"[{""timestamp"":1718845432638,""datestring"":""20/6/2024 上午9:03:52""}]",,1718845412389,"[{""Step"":""FAIL""}]","[""20240620-497346-22222222g-step1""]",22222222g,JS3648,[]
,66739747fd02f933be6ac9e7,SN,2024-06-20T03:00:25.070Z,,BA(Hons)AASSM,"[{""timestamp"":1718851423283,""datestring"":""20/6/2024 上午10:43:43""},{""timestamp"":1718851433890,""datestring"":""20/6/2024 上午10:43:53""},{""timestamp"":1718851710631,""datestring"":""20/6/2024 上午10:48:30""},{""timestamp"":1718851721482,""datestring"":""20/6/2024 上午10:48:41""},{""timestamp"":1718851844955,""datestring"":""20/6/2024 上午10:50:44""},{""timestamp"":1718851923813,""datestring"":""20/6/2024 上午10:52:03""},{""timestamp"":1718852233004,""datestring"":""20/6/2024 上午10:57:13""},{""timestamp"":1718852424973,""datestring"":""20/6/2024 上午11:00:24""}]",,1718851399574,"[{""Step"":""FAIL""},{""Step"":""FAIL""},{""Step"":""PERFECT""},{""Step"":""FAIL""},{""Step"":""FAIL""},{""Step"":""FAIL""},{""Step"":""FAIL""},{""Step"":""FAIL""}]","[""20240620-631513-22222222h-step1"",""20240620-710133-22222222h-step2"",""20240620-615927-22222222h-step1"",""20240620-233819-22222222h-step2"",""20240620-938810-22222222h-step1"",""20240620-578170-22222222h-step1"",""20240620-863813-22222222h-step1"",""20240620-960042-22222222h-step1""]",22222222h,JS3648,[]
,66739bc5fd02f933be6ac9e8,SN,2024-06-20T03:15:49.977Z,,BA(Hons)AASSM,"[{""timestamp"":1718852569203,""datestring"":""20/6/2024 上午11:02:49""},{""timestamp"":1718853043974,""datestring"":""20/6/2024 上午11:10:43""},{""timestamp"":1718853349888,""datestring"":""20/6/2024 上午11:15:49""}]",,1718852549070,"[{""Step"":""FAIL""},{""Step"":""FAIL""},{""Step"":""FAIL""}]","[""20240620-242921-22222222h-step1"",""20240620-614478-22222222h-step1"",""20240620-527761-22222222h-step1""]",22222222h,JS3648,[]
,667528cefd02f933be6ac9e9,SN,,,BA(Hons)ASS (SW/SPSE),,,1718954190525,,,22222222j,52355-SY,
,66752947fd02f933be6ac9ea,SN,,,BA(Hons)ASS (SW/SPSE),,,1718954311317,,,22222222k,52355-SY,
,66752d27fd02f933be6ac9eb,SN,,,BA(Hons)SPSE,,,1718955303227,,,22222222h,52355-SY,
,667539a5fd02f933be6ac9ec,SN,,,BA(Hons)AASSM,,,1718958501186,,,12345678A,JS3648,
,66753a1bfd02f933be6ac9ed,SN,,,BA(Hons)SW,,,1718958619618,,,22444444f,52355-SY,
,66753a67fd02f933be6ac9ee,SN,,,BA(Hons)AASSM,,,1718958695878,,,12345678A,JS3648,
,667575c9fd02f933be6ac9ef,SN,,,BA(Hons)ASS (SW/SPSE),,,1718973897818,,,22222222h,52355-SY,
,66757656fd02f933be6ac9f0,SN,,,BA(Hons)SPSE,,,1718974038412,,,22222222h,52355-SY,
,6675768cfd02f933be6ac9f1,SO,,,BA(Hons)ASS (SW/SPSE),,,1718974092109,,,22222222h,JS3337,
,66757c69fd02f933be6ac9f2,HTI,2024-06-21T13:15:28.878Z,,BA(Hons)SW,"[{""timestamp"":1718975636358,""datestring"":""21/6/2024 下午9:13:56""},{""timestamp"":1718975651846,""datestring"":""21/6/2024 下午9:14:11""},{""timestamp"":1718975665750,""datestring"":""21/6/2024 下午9:14:25""},{""timestamp"":1718975683262,""datestring"":""21/6/2024 下午9:14:43""},{""timestamp"":1718975700258,""datestring"":""21/6/2024 下午9:15:00""},{""timestamp"":1718975713991,""datestring"":""21/6/2024 下午9:15:13""},{""timestamp"":1718975728797,""datestring"":""21/6/2024 下午9:15:28""}]",,1718975593508,"[{""Step"":""FAIL""},{""Step"":""FAIL""},{""Step"":""PERFECT""},{""Step"":""FAIL""},{""Step"":""PERFECT""},{""Step"":""FAIL""},{""Step"":""PERFECT""}]","[""20240621-410799-45676787g-step1"",""20240621-721991-45676787g-step2"",""20240621-932979-45676787g-step3"",""20240621-142058-45676787g-step4"",""20240621-895914-45676787g-step5"",""20240621-305627-45676787g-step6"",""20240621-186505-45676787g-step7""]",45676787g,52355-SY,[3]
,66757d42fd02f933be6ac9f3,SO,2024-06-21T13:18:50.997Z,,BA(Hons)ASS (SW/SPSE),"[{""timestamp"":1718975840394,""datestring"":""21/6/2024 下午9:17:20""},{""timestamp"":1718975852870,""datestring"":""21/6/2024 下午9:17:32""},{""timestamp"":1718975866585,""datestring"":""21/6/2024 下午9:17:46""},{""timestamp"":1718975882237,""datestring"":""21/6/2024 下午9:18:02""},{""timestamp"":1718975898925,""datestring"":""21/6/2024 下午9:18:18""},{""timestamp"":1718975916019,""datestring"":""21/6/2024 下午9:18:36""},{""timestamp"":1718975930916,""datestring"":""21/6/2024 下午9:18:50""}]",,1718975810475,"[{""Step"":""FAIL""},{""Step"":""FAIL""},{""Step"":""PERFECT""},{""Step"":""FAIL""},{""Step"":""PERFECT""},{""Step"":""FAIL""},{""Step"":""FAIL""}]","[""20240621-764450-55456789g-step1"",""20240621-652310-55456789g-step2"",""20240621-598196-55456789g-step3"",""20240621-920774-55456789g-step4"",""20240621-942040-55456789g-step5"",""20240621-101205-55456789g-step6"",""20240621-911984-55456789g-step7""]",55456789g,52355-SY,[2]
,66757eb8fd02f933be6ac9f4,SO,2024-06-21T13:25:18.707Z,,BA(Hons)ASS (SW/SPSE),"[{""timestamp"":1718976218612,""datestring"":""21/6/2024 下午9:23:38""},{""timestamp"":1718976233298,""datestring"":""21/6/2024 下午9:23:53""},{""timestamp"":1718976252618,""datestring"":""21/6/2024 下午9:24:12""},{""timestamp"":1718976268798,""datestring"":""21/6/2024 下午9:24:28""},{""timestamp"":1718976285095,""datestring"":""21/6/2024 下午9:24:45""},{""timestamp"":1718976301387,""datestring"":""21/6/2024 下午9:25:01""},{""timestamp"":1718976318618,""datestring"":""21/6/2024 下午9:25:18""}]",,1718976184775,"[{""Step"":""FAIL""},{""Step"":""FAIL""},{""Step"":""FAIL""},{""Step"":""FAIL""},{""Step"":""FAIL""},{""Step"":""PERFECT""},{""Step"":""GOOD""}]","[""20240621-349172-23333333g-step1"",""20240621-583537-23333333g-step2"",""20240621-121537-23333333g-step3"",""20240621-438323-23333333g-step4"",""20240621-304819-23333333g-step5"",""20240621-251594-23333333g-step6"",""20240621-923777-23333333g-step7""]",23333333g,52355-SY,[1.5]
,66758181fd02f933be6ac9f5,HTI,2024-06-21T13:37:00.043Z,,BA(Hons)SW,"[{""timestamp"":1718976926986,""datestring"":""21/6/2024 下午9:35:26""},{""timestamp"":1718976942072,""datestring"":""21/6/2024 下午9:35:42""},{""timestamp"":1718976957233,""datestring"":""21/6/2024 下午9:35:57""},{""timestamp"":1718976973318,""datestring"":""21/6/2024 下午9:36:13""},{""timestamp"":1718976989753,""datestring"":""21/6/2024 下午9:36:29""},{""timestamp"":1718977005816,""datestring"":""21/6/2024 下午9:36:45""},{""timestamp"":1718977019954,""datestring"":""21/6/2024 下午9:36:59""}]",,1718976897765,"[{""Step"":""FAIL""},{""Step"":""FAIL""},{""Step"":""PERFECT""},{""Step"":""FAIL""},{""Step"":""FAIL""},{""Step"":""PERFECT""},{""Step"":""PERFECT""}]","[""20240621-684051-44555555g-step1"",""20240621-543005-44555555g-step2"",""20240621-397437-44555555g-step3"",""20240621-547513-44555555g-step4"",""20240621-612022-44555555g-step5"",""20240621-633337-44555555g-step6"",""20240621-325856-44555555g-step7""]",44555555g,JS3337,[3]
,6675976efd02f933be6ac9f6,SN,2024-06-21T15:10:14.141Z,,BA(Hons)ASS (SW/SPSE),"[{""timestamp"":1718982541963,""datestring"":""21/6/2024 下午11:09:01""},{""timestamp"":1718982555444,""datestring"":""21/6/2024 下午11:09:15""},{""timestamp"":1718982567380,""datestring"":""21/6/2024 下午11:09:27""},{""timestamp"":1718982578953,""datestring"":""21/6/2024 下午11:09:38""},{""timestamp"":1718982590489,""datestring"":""21/6/2024 下午11:09:50""},{""timestamp"":1718982602028,""datestring"":""21/6/2024 下午11:10:02""},{""timestamp"":1718982614060,""datestring"":""21/6/2024 下午11:10:14""}]",,1718982510734,"[{""Step"":""PERFECT""},{""Step"":""FAIL""},{""Step"":""FAIL""},{""Step"":""FAIL""},{""Step"":""FAIL""},{""Step"":""FAIL""},{""Step"":""FAIL""}]","[""20240621-869819-22222222h-step1"",""20240621-276105-22222222h-step2"",""20240621-476610-22222222h-step3"",""20240621-671614-22222222h-step4"",""20240621-991775-22222222h-step5"",""20240621-597155-22222222h-step6"",""20240621-854824-22222222h-step7""]",22222222h,52355-SY,[1]
,6676403ffd02f933be6ac9f7,SN,2024-06-22T03:09:30.738Z,,BA(Hons)AASSM,"[{""timestamp"":1719025770626,""datestring"":""22/6/2024 上午11:09:30""}]",,1719025727507,"[{""Step"":""FAIL""}]","[""20240622-695850-22222222h-step1""]",22222222h,52355-SY,[]
,667642bcfd02f933be6ac9f8,SN,2024-06-22T03:19:44.236Z,,BA(Hons)AASSM,"[{""timestamp"":1719026384155,""datestring"":""22/6/2024 上午11:19:44""}]",,1719026364177,"[{""Step"":""FAIL""}]","[""20240622-790642-22222222h-step1""]",22222222h,SO4013,[]
,66764962fd02f933be6ac9f9,SN,2024-06-22T03:50:24.750Z,,BA(Hons)AASSM,"[{""timestamp"":1719028131184,""datestring"":""22/6/2024 上午11:48:51""},{""timestamp"":1719028166909,""datestring"":""22/6/2024 上午11:49:26""},{""timestamp"":1719028178367,""datestring"":""22/6/2024 上午11:49:38""},{""timestamp"":1719028189943,""datestring"":""22/6/2024 上午11:49:49""},{""timestamp"":1719028201497,""datestring"":""22/6/2024 上午11:50:01""},{""timestamp"":1719028213358,""datestring"":""22/6/2024 上午11:50:13""},{""timestamp"":1719028224669,""datestring"":""22/6/2024 上午11:50:24""}]",,1719028066758,"[{""Step"":""PERFECT""},{""Step"":""FAIL""},{""Step"":""FAIL""},{""Step"":""FAIL""},{""Step"":""FAIL""},{""Step"":""FAIL""},{""Step"":""FAIL""}]","[""20240622-929489-22222222h-step1"",""20240622-149233-22222222h-step2"",""20240622-701688-22222222h-step3"",""20240622-218676-22222222h-step4"",""20240622-680805-22222222h-step5"",""20240622-878125-22222222h-step6"",""20240622-215626-22222222h-step7""]",22222222h,JS3648,[1]
,66764fb3fd02f933be6ac9fa,SN,2024-06-22T04:15:01.245Z,,BA(Hons)AASSM,"[{""timestamp"":1719029701163,""datestring"":""22/6/2024 下午12:15:01""}]",,1719029683091,"[{""Step"":""FAIL""}]","[""20240622-452035-22222222g-step1""]",22222222g,ABCT1103,[]
,66765112fd02f933be6ac9fb,SN,2024-06-22T04:20:48.817Z,,BA(Hons)AASSM,"[{""timestamp"":1719030048736,""datestring"":""22/6/2024 下午12:20:48""}]",,1719030034141,"[{""Step"":""FAIL""}]","[""20240622-451366-22222222h-step1""]",22222222h,52355-SY,[]
